policy_id,customer_id,age,gender,marital_status,number_of_dependents,annual_income_gbp,health_status,smoking_status,policy_type,sum_assured_gbp,monthly_premium_gbp,distribution_channel,policy_start_date,months_in_arrears,policy_status
POL-0EAA5F0F,6d-5a09-4ebb-9cea-7f5ce837c72d,44,Female,Married,2,125000,Good,Non-smoker,Investment-Linked Life,920000,447.6,Online,2019-07-24,0,Active
POL-C1843213,73-2539-406c-a03e-52501c4a5b15,32,Male,Married,3,63000,Excellent,Non-smoker,Term Assurance,700000,511.7,Direct,2008-08-10,0,Active
POL-B7BF787D,40-3a46-4ca8-af37-44c7aef36bf2,29,Male,Married,1,82000,Fair,Current smoker,Term Assurance,300000,85.5,Direct,2009-11-24,0,Active
POL-D8755C79,b9-8a8e-4981-aaa0-6c8d5dc1bb14,42,Male,Widowed,1,42000,Good,Non-smoker,Term Assurance,180000,113.4,Bancassurance,2022-12-23,0,Active
POL-D0C5B326,5c-9c92-4db6-9b23-edf1c1021991,41,Female,Married,2,58000,Excellent,Non-smoker,Whole of Life,350000,120.1,Direct,2010-02-20,12,Lapsed
POL-9FA89D02,aa-6cce-4e54-bfcb-fbedebf9ca0e,26,Female,Married,0,54000,Fair,Current smoker,Term Assurance,170000,49.7,IFA,2019-06-22,0,Active
POL-5AA896AC,a4-b91a-4596-a4bf-7be70ff1ebf5,63,Female,Widowed,0,45000,Fair,Non-smoker,Investment-Linked Life,100000,58.0,Direct,2001-12-02,0,Active
POL-DC684D6A,a5-9d4b-4f64-a7f2-55ccde9d28dc,48,Female,Married,2,98000,Fair,Former smoker,Whole of Life (Flexible Premium),550000,184.7,IFA,2011-08-20,0,Active
POL-498ABA90,75-9116-4968-971e-1c66b5d599f5,65,Female,Married,0,54000,Excellent,Non-smoker,Whole of Life,200000,55.9,IFA,2009-02-25,0,Active
POL-DBE73BA5,14-d494-45cf-95c3-867671225907,57,Female,Divorced,2,52000,Excellent,Non-smoker,Term Assurance,110000,65.9,Direct,2008-08-06,0,Active
POL-347DF1B1,5e-ea6c-4cda-b8f5-aec6363c8d34,29,Female,Widowed,0,48000,Excellent,Non-smoker,Term Assurance,100000,55.6,Bancassurance,2002-03-12,0,Matured
POL-7B161116,f4-d028-4955-9fe2-6e4f9dad5124,35,Female,Married,1,84000,Good,Non-smoker,Whole of Life,520000,131.6,Bancassurance,2012-08-05,0,Active
POL-2127EF39,f4-bed8-4923-a903-d8ba523de6b9,46,Female,Married,2,142000,Excellent,Non-smoker,Term Assurance,320000,127.8,IFA,2016-04-25,0,Active
POL-957BD6FB,02-e951-4faf-92aa-5175331861c3,41,Male,Single,1,68000,Excellent,Non-smoker,Whole of Life (Flexible Premium),600000,243.6,Bancassurance,2003-09-26,1,Active
POL-812A0674,98-7703-428d-a757-68903fc7c5e3,48,Male,Married,2,97000,Good,Former smoker,Whole of Life,650000,217.9,Online,2005-09-23,0,Active
POL-50FA239B,d8-52b8-492c-82a0-ac46977ddc03,26,Female,Divorced,0,78000,Excellent,Non-smoker,Term Assurance,200000,78.0,IFA,2010-12-26,0,Active
POL-DA452933,7f-de57-40b6-ab30-023f60d85cba,53,Female,Married,0,86000,Good,Non-smoker,Term Assurance,200000,72.2,Direct,2011-06-18,0,Active
POL-710DC6E5,81-dbef-495e-8338-091e4f4d9b51,28,F,Divorced,0,47000,Good,Non-smoker,Term Assurance,150000,38.4,Direct,2019-10-24,0,Active
POL-98307C9E,88-16e4-4ae1-856f-d067f25b7dc4,49,Female,Married,1,76000,Good,Non-smoker,Investment-Linked Life,480000,88.5,Online,2020-04-30,0,Active
POL-04ECC3F1,0b-f8f2-42b3-a6da-7c8518e36a61,32,Female,Married,2,89000,Fair,Non-smoker,Term Assurance,110000,60.8,Direct,2022-01-04,3,Active
POL-602E40BC,2e-0b94-4591-9587-2d1f6a43e1f4,33,Female,Married,2,105000,Excellent,Non-smoker,Term Assurance,400000,278.8,Bancassurance,2021-06-30,0,Active
POL-0FD24F7E,22-85cb-4e1d-9914-11f05e56801b,48,Female,Married,3,112000,Good,Non-smoker,Term Assurance,500000,140.0,IFA,2012-07-31,2,Active
POL-FE14E011,d7-4cbb-4cf8-8e97-b110b114efdb,29,Female,Single,0,52000,Good,Non-smoker,Term Assurance,140000,65.8,Direct,2011-01-04,0,Active
POL-8E413EC3,92-3692-4fed-84ac-38bff6f800e3,29,Female,Single,0,72000,Excellent,Non-smoker,Term Assurance,160000,60.8,IFA,2019-05-30,9,Lapsed
POL-4DFE38B9,9e-d577-44a6-b599-3d82f2f1176f,31,Male,Single,2,98000,Good,Non-smoker,Term Assurance,200000,96.2,Direct,2007-10-25,0,Active
POL-31CE9C9D,af-00a8-4675-869f-a8c8bacd4b0d,48,Female,Married,3,77000,Fair,Non-smoker,Whole of Life (Flexible Premium),500000,120.7,Online,2015-02-22,3,Claimed
POL-8CF8F72D,45-c98c-47f6-9f16-ed1e44343804,55,Male,Married,2,142000,Fair,Former smoker,Investment-Linked Life,900000,212.2,Direct,2000-03-09,0,Active
POL-7242A905,c4-9064-45cf-930c-4585f6e21bb0,36,Female,Married,2,91000,Excellent,Non-smoker,Whole of Life (Flexible Premium),250000,286.6,Bancassurance,2002-03-03,0,Active
POL-93769AC0,7f-d929-459a-a35c-9d3e045b170a,64,Female,Widowed,0,79000,Fair,Former smoker,Term Assurance,350000,266.6,Bancassurance,2000-06-24,2,Active
POL-52B3F156,82-a786-4050-b021-cb06f852c8d7,51,Male,Married,3,125000,Good,Current smoker,Whole of Life (Flexible Premium),500000,216.7,Direct,2021-03-26,0,Active
POL-8BF8B88D,8f-7d59-4ec4-ae50-527c57944933,59,Male,Single,0,52000,Good,Current smoker,Term Assurance,150000,60.1,Direct,2015-06-10,0,Active
POL-025D25A2,65-a9e8-46bb-b87c-adb03248402d,53,Male,Married,2,118000,Fair,Current smoker,Whole of Life (Flexible Premium),450000,670.6,Direct,2013-02-26,0,Claimed
POL-D8DDD928,ca-234b-4a35-a890-5d6abe5e5608,65,Female,Married,0,72000,Good,Former smoker,Term Assurance,250000,90.1,Direct,2006-01-31,3,Active
POL-2FA68289,1f-09ef-40f6-8e67-0760144d4644,34,Female,Widowed,0,74000,Good,Non-smoker,Term Assurance,180000,71.1,IFA,2004-01-20,0,Active
POL-FAE0A79A,1d-e4ec-4905-b644-97020fab04e3,29,Female,Married,2,93000,Excellent,Non-smoker,Whole of Life,400000,112.7,IFA,2003-12-27,0,Active
POL-CDB58E26,e7-773a-4652-a768-7144aca04345,28,Female,Married,2,145000,Excellent,Non-smoker,Whole of Life,700000,263.2,Direct,2006-07-07,0,Active
POL-14286E89,7f-5ebf-4986-81c8-5ca92eebb530,38,Female,Married,1,98000,Excellent,Non-smoker,Whole of Life,200000,152.5,Bancassurance,2007-12-09,0,Active
POL-88680DF5,a3-be33-4569-abd3-b78033adc73b,26,Female,Married,0,64000,Fair,Non-smoker,Whole of Life,160000,56.3,Bancassurance,2018-11-27,1,Active
POL-8F3B2A08,cb-a870-4793-b197-a6f4f262fb14,51,Male,Widowed,1,78000,Fair,Current smoker,Term Assurance,250000,113.4,Direct,2006-06-08,0,Active
POL-11F61FB7,d3-086a-4fb8-b978-9e6eccfe2f43,33,Female,Married,2,60000,Excellent,Non-smoker,Term Assurance,100000,85.5,IFA,2003-05-10,0,Active
POL-CA5FB0C7,3e-4eeb-4de4-981e-e378ab496fe4,46,Female,Widowed,1,70000,Good,Non-smoker,Investment-Linked Life,500000,72.1,Direct,2022-09-08,2,Active
POL-EBB4F4CB,4d-8bd0-40d1-8c5a-202fd88d22ca,26,Female,Single,0,42000,Fair,Non-smoker,Term Assurance,150000,45.6,Direct,2004-01-20,0,Matured
POL-BB55E93F,45-849f-4eb6-b2fc-307b400651a6,65,Female,Single,0,48000,Fair,Non-smoker,Term Assurance,120000,40.5,Bancassurance,2013-01-03,0,Active
POL-497FA125,56-fba6-40ff-b739-988a91ea5a22,46,Female,Married,1,68000,Excellent,Non-smoker,Whole of Life (Flexible Premium),200000,130.3,Direct,2019-08-16,0,Active
POL-09D1CE74,59-5c44-4a4a-a76f-5349b204f5f7,48,Male,Married,2,112000,Good,Non-smoker,Whole of Life (Flexible Premium),650000,117.0,Bancassurance,2009-10-30,0,Active
POL-D117094D,e5-dac5-4373-be77-07b3b9807795,39,Female,Married,2,88000,Excellent,Non-smoker,Term Assurance,200000,68.6,Bancassurance,2013-12-05,0,Active
POL-8FD2613F,83-8e49-4b7a-80af-2451ccf4ca0c,49,Male,Divorced,1,84000,Excellent,Non-smoker,Term Assurance,250000,95.0,Bancassurance,2010-02-08,0,Active
POL-0A5C4723,02-c569-4d3c-b369-612df38c2572,50,_RARE_,Married,2,68000,Good,Non-smoker,Whole of Life (Flexible Premium),500000,539.1,IFA,2021-11-17,0,Active
POL-183DDE49,75-089d-4a06-a4b3-5083158ef0d2,63,Female,Single,0,62000,Good,Non-smoker,Term Assurance,220000,69.3,Bancassurance,2010-06-20,0,Active
POL-E6858913,54-8d1d-4c86-aeec-8e933b782558,65,Male,Married,2,98000,Fair,Current smoker,Whole of Life,350000,427.3,Online,2022-05-02,0,Active
POL-E6DBBD97,6b-60b8-4474-99e7-5d82292c9fd1,47,Female,Single,0,42000,Good,Non-smoker,Term Assurance,100000,60.2,IFA,2003-08-05,0,Active
POL-C082CD25,8c-b9c9-4f49-8f4d-6eb814496b88,59,Female,Widowed,2,59000,Good,Non-smoker,Investment-Linked Life,500000,46.1,Direct,2004-03-19,0,Active
POL-BF03EF4C,3a-ae00-4332-949c-b6d89db305f8,29,Male,Single,0,52000,_RARE_,Non-smoker,Term Assurance,150000,112.0,Direct,2007-12-17,0,Active
POL-094C976F,06-5661-43a7-90c3-a29f1aa83780,58,Male,Married,3,85000,Good,Non-smoker,Term Assurance,250000,505.3,Direct,2004-05-29,0,Active
POL-639B7B89,b9-6d42-47d1-b7a2-4a3c62dc58e1,63,Female,Widowed,1,75000,Excellent,Current smoker,Whole of Life,-900000,78.3,Bancassurance,2019-02-14,0,Active
POL-C1FC3532,e3-856d-4e12-a777-f7c7b8c0bb1c,52,Female,Single,0,54000,Excellent,Non-smoker,Term Assurance,150000,67.9,Bancassurance,2003-02-21,0,Active
POL-8E8DF7F1,22-0839-4f7f-9cfa-90a98f01204e,26,Female,Single,0,42000,Good,Non-smoker,Term Assurance,100000,60.6,Online,2022-02-22,0,Active
POL-CE1C6F80,a1-2e7b-4fe2-89ca-1ba924a9460c,53,Female,Single,0,94000,Excellent,Non-smoker,Term Assurance,180000,24.7,IFA,2016-02-13,0,Active
POL-01F18255,b6-58b6-43fa-8577-a54e56889730,53,Female,Married,2,44000,Good,Non-smoker,Whole of Life,200000,78.4,Direct,2007-09-01,0,Active
POL-AFB9F582,f0-4ac1-49e8-bb7b-d7ba5b047455,27,Male,Single,0,52000,Excellent,Non-smoker,Term Assurance,100000,59.9,Direct,2014-10-25,0,Active
POL-1C57FDBA,bf-bfcd-4c27-98dc-1ce4480ee54c,33,Male,Single,0,91000,Good,Non-smoker,Term Assurance,200000,60.4,IFA,2003-10-25,0,Matured
POL-C194043E,52-8401-4d93-8973-30cae5bc7c98,39,Female,Single,0,48000,Excellent,Non-smoker,Term Assurance,250000,75.2,Online,2005-12-16,2,Active
POL-871A63F5,f0-67c6-404f-9a81-69ceeb03e525,26,Female,Married,2,152000,Good,Non-smoker,Term Assurance,300000,183.1,Direct,2024-02-07,2,Active
POL-B3B82E49,cf-2cc1-4b40-8337-3cae56903e49,33,Female,Married,1,81000,Excellent,Non-smoker,Whole of Life,180000,130.5,Direct,2010-08-23,0,Active
POL-B8A1E035,46-48f4-44c1-a900-cc050e6a06a1,31,Female,Married,2,78000,Good,Current smoker,Whole of Life (Flexible Premium),720000,427.6,Bancassurance,2021-08-16,0,Active
POL-755D8C71,e1-ca7e-49b8-8fe0-b8d42cc2d33e,65,Male,Widowed,0,77000,Fair,Non-smoker,Term Assurance,150000,120.2,Direct,2015-05-10,0,Active
POL-18BFD79F,c2-6a17-41a8-a604-1a8dc8c99953,41,Female,Married,2,62000,Excellent,Non-smoker,Term Assurance,180000,70.9,Online,2012-10-04,0,Active
POL-D91F0ECC,cd-8634-4e31-889a-cd0e50be54a3,37,Male,Single,0,62000,Excellent,Non-smoker,Whole of Life (Flexible Premium),180000,61.0,Bancassurance,2020-07-01,0,Active
POL-A7D8CAE9,bf-c84f-418a-ab3c-eb833830a16d,34,Female,Married,3,42000,Good,Non-smoker,Whole of Life,800000,110.4,Bancassurance,2013-12-02,0,Active
POL-25AEB883,76-0a6b-4ed5-9054-7b1d429651e2,26,Male,Married,1,92000,Good,Current smoker,Term Assurance,600000,95.7,Direct,2008-05-09,0,Claimed
POL-5071E874,ae-f369-47dc-8e6a-1e89fad96c99,52,Female,Widowed,1,98000,Good,Non-smoker,Term Assurance,140000,55.2,Direct,2020-05-31,0,Active
POL-4BC3E494,6c-eb9d-48e9-9396-148327fc4546,36,Male,Married,2,164000,Excellent,Non-smoker,Whole of Life (Flexible Premium),400000,88.8,IFA,2007-03-21,0,Active
POL-29DD645F,af-7582-4bbe-b83e-6b4127ae22ac,58,Female,Married,3,135000,Good,Non-smoker,Whole of Life (Flexible Premium),700000,324.7,Direct,2008-09-16,0,Active
POL-F95D04A8,44-8d10-4e33-a539-73f5ade655b7,48,Male,Married,3,105000,Good,Current smoker,Term Assurance,750000,514.2,Direct,2011-03-04,0,Active
POL-DD9EC97F,e7-9415-4b0d-aa89-75e18976475a,48,Female,Married,2,190000,Excellent,Non-smoker,Term Assurance,750000,274.3,IFA,2003-01-05,0,Matured
POL-6948BCAB,2c-bb61-4256-8ee6-0947fc284f52,29,Male,Married,2,96000,Good,Current smoker,Term Assurance,220000,181.1,Direct,2003-09-11,0,Matured
POL-EEE52EFF,8a-e3f7-46f9-b44f-b33c051aeae8,33,Female,Single,0,54000,Excellent,Non-smoker,Term Assurance,180000,48.3,Direct,2020-08-11,0,Active
POL-F4123546,a9-06b9-4d22-b969-98d6e1994af8,38,Female,Single,0,54000,Good,Non-smoker,Investment-Linked Life,150000,55.2,IFA,2008-02-21,0,Active
POL-01867187,fc-74b9-4de8-81b2-c2bf45ec7fb1,26,Female,Single,0,54000,Fair,Former smoker,Term Assurance,100000,47.4,Online,2016-04-21,0,Active
POL-88E48AD3,62-d83c-4c17-a28b-03e8bfa10501,31,Female,Single,0,59000,Good,Non-smoker,Term Assurance,140000,38.0,Direct,2004-06-17,0,Active
POL-B8D40AC6,41-75b5-43f2-84f8-0bc321669c66,33,Male,Married,2,140000,Good,Non-smoker,Whole of Life (Flexible Premium),900000,261.0,Direct,2023-02-11,0,Active
POL-640900BF,37-c839-425b-99ba-b520c6cb1377,65,Male,Married,2,165000,Good,Non-smoker,Whole of Life,550000,268.9,IFA,2003-05-15,1,Active
POL-8A18D211,f3-497d-4a4d-97ef-a0cee9fabd8a,29,Female,Married,1,98000,Fair,Non-smoker,Whole of Life,700000,147.3,Direct,2020-02-05,2,Active
POL-C078DEC3,7c-4bf5-4078-bfa4-015a27582ea0,31,Male,Single,0,54000,Good,Non-smoker,Term Assurance,130000,52.4,IFA,2015-09-16,0,Active
POL-89C04102,3a-4a97-4683-850a-9f220c13de18,65,Female,Married,2,54000,Good,Non-smoker,Whole of Life,120000,90.4,Direct,2017-03-04,0,Active
POL-A72E1BF1,45-b787-4d93-af99-3865550a2350,28,Female,Single,0,54000,Excellent,Non-smoker,Whole of Life,100000,72.3,IFA,2006-10-02,0,Active
POL-A425E6CD,f8-b134-4bf0-abf5-fa4b05ecb12d,33,Female,Married,2,92000,Good,Non-smoker,Whole of Life (Flexible Premium),600000,130.5,IFA,2010-03-12,1,Active
POL-4AFF3F51,4e-c2a3-4896-9c96-2043d1b571fb,130,Male,Married,1,64000,Good,Former smoker,Whole of Life,650000,135.2,Direct,2018-06-24,0,Active
POL-6CFE1830,ce-061c-45e0-8c3c-c18332a99285,36,Female,Married,2,42000,Good,Non-smoker,Term Assurance,120000,111.8,Bancassurance,2003-09-13,3,Matured
POL-982B299E,ec-9459-454d-b48b-dd7c855e679c,39,Female,Married,2,98000,Excellent,Non-smoker,Term Assurance,200000,88.9,IFA,2008-07-06,0,Active
POL-37CA8AC6,ed-855a-48e1-8a47-c16ca555f357,26,Female,Married,1,98000,Good,Non-smoker,Whole of Life,320000,186.3,IFA,2003-03-23,0,Active
POL-ECD12CDD,02-2a2b-4cb3-b59c-f6dcca30b58b,26,Male,Single,0,52000,Excellent,Non-smoker,Term Assurance,100000,52.1,Direct,2008-08-16,2,Active
POL-D43A157A,05-4cab-4b3e-8f25-9e8dd6e6ddeb,49,Female,Divorced,2,79000,Fair,Non-smoker,Term Assurance,300000,89.2,Direct,2001-10-10,0,Matured
POL-99347516,25-c874-481e-bba9-86776b7b08d0,40,Male,Married,2,128000,Good,Non-smoker,Whole of Life (Flexible Premium),600000,210.2,Direct,2016-05-03,0,Active
POL-E796F68E,9e-42db-4646-b1b3-0fcd1accfe34,32,Female,Married,2,94000,Good,Non-smoker,Term Assurance,600000,38.3,IFA,2018-12-28,0,Active
POL-581F14C1,4c-76c3-4aa4-9e1d-3fc49797dcb2,39,Male,Married,2,88000,Excellent,Non-smoker,Whole of Life (Flexible Premium),520000,314.5,Online,2009-04-11,0,Active
POL-90991021,9c-e023-4032-9e44-5bcce6ed41aa,36,Female,Married,0,72000,Excellent,Non-smoker,Term Assurance,260000,50.5,Direct,2007-01-04,0,Active
POL-869442B5,d4-858a-4554-a38b-74444591a642,26,Female,Single,0,54000,Excellent,Non-smoker,Term Assurance,120000,61.1,IFA,2024-05-25,0,Active
POL-2A975226,c2-7b31-46b0-9302-19fdb02fe552,56,Male,Married,3,165000,Good,Former smoker,Whole of Life (Flexible Premium),1200000,216.1,Online,2003-08-26,0,Active
POL-2ABEA1B0,4f-8773-40c6-bf5e-bec4615a6bbf,41,Female,Married,2,78000,Good,Non-smoker,Term Assurance,200000,96.9,Online,2022-05-12,0,Active
POL-7392CC3D,8a-ec8d-420d-a7d9-44db7eb9edce,26,Male,Married,1,54000,Excellent,Non-smoker,Term Assurance,150000,45.9,Direct,2012-12-02,3,Active
POL-C4CA372C,51-43ae-4f2a-85d3-64556afebf79,29,Female,Single,0,56000,Excellent,Non-smoker,Term Assurance,150000,65.5,Online,2002-09-10,0,Active
POL-68D1F09F,94-90ac-44fb-bea2-c9bda23e5bf1,45,Male,Divorced,1,60000,Good,Current smoker,Term Assurance,480000,89.8,IFA,2006-05-14,0,Active
POL-8399FEA8,92-65d0-43bc-85a8-68b8d39679cb,42,Female,Married,2,170000,Good,Non-smoker,Investment-Linked Life,350000,310.7,Online,2014-04-21,0,Active
POL-81638E47,d2-0b20-48e8-bfd8-a17875658e86,37,Male,Married,1,72000,Good,Non-smoker,Whole of Life (Flexible Premium),700000,573.3,Bancassurance,2020-05-22,0,Active
POL-8BBF6886,32-f81b-4e9c-96fd-d897a5faf417,54,Female,Married,3,42000,Excellent,Non-smoker,Whole of Life (Flexible Premium),200000,131.2,Bancassurance,2018-01-31,0,Active
POL-9043EE70,76-b404-49a3-9cde-7b22f7f3b46a,34,Female,Married,3,88000,Excellent,Non-smoker,Term Assurance,520000,52.8,Online,2004-05-25,9,Lapsed
POL-131D80FA,d4-64ef-4791-9f61-aa6fea0c7cb3,63,Male,Widowed,0,52000,Good,Non-smoker,Term Assurance,100000,45.4,Bancassurance,2006-03-12,0,Active
POL-943755D7,55-ed47-46d6-98f8-30c84696ca67,26,Female,Married,1,74000,Good,Non-smoker,Whole of Life,260000,156.3,Direct,2006-02-08,0,Active
POL-7C7EE5C5,0a-8dca-4aee-b88f-4598f077b26d,41,Male,Divorced,0,64000,Fair,Non-smoker,Term Assurance,180000,70.9,IFA,2006-05-30,0,Active
POL-6459482E,a8-0498-4f80-8409-d8708854f6e9,65,Male,Widowed,2,78000,Fair,Non-smoker,Whole of Life (Flexible Premium),900000,142.0,Online,2013-12-24,0,Active
POL-B39814CA,61-4db7-4c93-93af-d65b2536d2bf,29,Male,Single,0,52000,Good,Former smoker,Term Assurance,150000,60.0,Direct,2003-05-30,1,Active
POL-FC6E6673,e0-bb7a-4c29-85bf-003c9d894a63,26,Female,Single,0,48000,Excellent,Non-smoker,Term Assurance,140000,50.5,Online,2017-04-16,0,Active
POL-7BA1FF27,08-e9a2-4b29-a0bd-3f2d9d3e83d1,45,Male,Divorced,3,52000,Excellent,Non-smoker,Whole of Life,800000,120.3,IFA,2021-05-16,0,Active
POL-2B480A4C,1a-08b6-4fbc-bcc1-5a032f3c9ad6,32,Female,Married,1,98000,Fair,Non-smoker,Term Assurance,200000,110.7,Direct,2021-12-07,0,Active
POL-E5A7E45C,04-91a6-4cd3-ba41-7259f4f336c6,65,Male,Married,2,98000,Excellent,Current smoker,Whole of Life (Flexible Premium),750000,146.1,IFA,2000-11-05,0,Active
POL-912BC71A,2d-d917-41e7-8493-6254a053e0a8,38,Female,Married,0,77000,Good,Non-smoker,Term Assurance,200000,57.3,IFA,2011-10-31,0,Active
POL-E658FFB0,f3-517a-493b-b767-89d5fcf183df,27,Female,Single,0,52000,Excellent,Non-smoker,Term Assurance,160000,45.7,IFA,2018-02-09,0,Active
POL-709C1C53,cb-b035-4844-a0b3-ec84dc53b4d3,40,Female,Married,2,48000,Good,Non-smoker,Term Assurance,500000,78.0,IFA,2012-12-08,0,Active
POL-D77587B5,ca-bd2d-4011-9682-8b59b0698498,41,Female,Divorced,0,68000,Good,Non-smoker,Term Assurance,250000,59.3,Direct,2022-05-13,0,Active
POL-5359CD34,44-23b8-4315-9797-c9d6b128b6a8,48,Male,Widowed,2,180000,Good,Non-smoker,Whole of Life (Flexible Premium),300000,371.8,IFA,2022-06-19,0,Active
POL-5D737801,d0-288a-4f9c-8ecc-2d46bb9b0ad5,43,Female,Married,2,76000,Excellent,Former smoker,Whole of Life (Flexible Premium),600000,262.4,Online,2018-01-19,3,Active
POL-D5CA5964,8e-428d-4583-aa79-4f0f5dfa00cc,60,Female,Single,0,78000,Fair,Non-smoker,Term Assurance,250000,70.9,Direct,2006-03-28,2,Active
POL-FC3506AE,90-a23e-4df0-8fde-19da8765df78,29,Female,Married,2,98000,Good,Non-smoker,Term Assurance,220000,222.2,IFA,2009-12-25,0,Active
POL-4A1B73D9,24-963c-4317-a198-02d3c8fcbfa9,37,Female,Single,0,61000,Excellent,Non-smoker,Term Assurance,180000,40.9,Online,2012-08-08,0,Active
POL-14907208,61-11e3-4470-97b3-6d901a882689,33,Male,Married,3,105000,Excellent,Non-smoker,Whole of Life,450000,310.3,Direct,2000-05-13,0,Active
POL-D5540F4A,e1-1ac0-44e5-94ab-db9836ca8717,41,Female,Married,2,42000,Fair,Non-smoker,Term Assurance,200000,130.7,Bancassurance,2009-04-16,0,Active
POL-00FDB9EF,d6-3964-4a71-b495-27f76f567f93,29,Male,Married,2,190000,Fair,Non-smoker,Whole of Life,500000,267.5,Bancassurance,2008-01-20,0,Active
POL-E3452FC2,86-0446-45f0-a3cb-150f67cb5a25,59,Female,Single,2,52000,Good,Non-smoker,Term Assurance,120000,24.0,IFA,2022-03-22,0,Active
POL-68BBB094,47-2451-41fb-ba63-6a2e87bb537c,29,Male,Single,0,64000,Excellent,Non-smoker,Whole of Life (Flexible Premium),100000,85.7,Direct,2006-06-06,1,Active
POL-1D73340B,8d-4988-4122-b836-82fe03769f9d,64,Female,Married,0,152000,Good,Former smoker,Whole of Life,440000,67.8,IFA,2001-11-23,3,Matured
POL-F6F8D69C,c3-5bfa-46ef-8c85-a307e493614c,29,Male,Single,0,56000,Good,Current smoker,Term Assurance,100000,45.3,Direct,2000-03-03,0,Active
POL-8566F0BF,e6-b428-46d9-b3cd-37802b1744b5,36,Female,Married,0,68000,Excellent,Non-smoker,Term Assurance,120000,50.5,Direct,2007-09-21,0,Active
POL-2DCF9C8D,6e-a1ce-40ba-ac08-6c1a61572172,26,Female,Married,0,54000,Good,Current smoker,Term Assurance,120000,63.9,Direct,2016-08-21,0,Active
POL-F20ADE16,0b-bf4e-4b59-95f2-398a112f26aa,62,Male,Widowed,1,98000,Good,Non-smoker,Term Assurance,120000,91.0,Direct,2018-08-31,0,Active
POL-DAF0530E,70-c00b-48ed-a7ad-799a872fbeb9,32,Female,Single,0,76000,Excellent,Non-smoker,Term Assurance,120000,65.0,Online,2014-11-14,0,Active
POL-45DDB4A9,0f-e49e-4a0c-b3c4-9f34bfedcbfe,27,Female,Single,0,42000,Good,Non-smoker,Term Assurance,120000,55.6,IFA,2024-01-15,0,Active
POL-65AA2549,02-d4d7-44ca-944d-831006d2cde0,26,Female,Single,0,62000,Excellent,Non-smoker,Term Assurance,250000,90.2,Online,2023-04-10,1,Active
POL-2D2AAF45,87-4ddc-404d-b180-3639a8462a37,44,Female,Married,3,102000,Excellent,Non-smoker,Whole of Life,600000,267.0,Bancassurance,2023-03-16,0,Active
POL-DF32F67C,bf-471b-4d90-a833-099b8c1dca90,39,Male,Single,0,54000,Good,Non-smoker,Term Assurance,160000,78.0,Direct,2004-10-31,0,Active
POL-7C94F0DF,c2-a308-4053-90b7-70f79e0e015c,48,Male,Divorced,1,72000,Good,Non-smoker,Term Assurance,200000,65.8,Direct,2005-09-04,0,Active
POL-017DCE90,22-a6b4-460b-b532-3490a5c9c09a,46,Female,Married,1,88000,Good,Non-smoker,Term Assurance,260000,130.7,IFA,2023-06-28,0,Active
POL-BCF97A43,f0-fd9d-4fb5-b6eb-51c4e07fecd5,49,Female,Widowed,0,76000,Good,Non-smoker,Term Assurance,250000,75.5,Bancassurance,2012-03-30,0,Active
POL-5EA9076D,46-7b6d-4bb6-948c-59ba74b45fd1,39,Male,Single,0,52000,Good,Current smoker,Term Assurance,250000,319.8,IFA,2017-08-20,1,Active
POL-4B5F4D0A,31-eb58-4224-834a-70d5c9494927,39,Female,Married,2,186000,Good,Non-smoker,Term Assurance,620000,154.1,Online,2010-06-14,0,Active
POL-2D210647,03-3ffb-4fdf-b8ec-bc1b95db4ebe,26,Male,Married,1,52000,Fair,Non-smoker,Term Assurance,180000,37.8,IFA,2018-11-27,0,Active
POL-5D0F43AC,27-e552-4f8e-a866-cca408e0447e,43,Female,Married,1,78000,Excellent,Non-smoker,Term Assurance,600000,70.7,Direct,2001-04-24,0,Matured
POL-F9BFB61D,b8-d09f-4928-97c8-148ec0b9762a,27,Female,Married,3,77000,Good,Non-smoker,Whole of Life (Flexible Premium),550000,113.1,Direct,2015-04-10,0,Active
POL-24A58F26,bf-e80c-401b-bce5-c9a9399398a1,26,Male,Married,2,98000,Excellent,Former smoker,Whole of Life (Flexible Premium),520000,117.6,Bancassurance,2018-08-17,1,Active
POL-6A785D9A,dc-35df-4134-b96e-2bd0c4fe5fc9,-5,Male,Married,2,100000,Good,Non-smoker,Whole of Life,550000,111.5,Direct,2015-01-04,0,Active
POL-44B5104A,bc-3496-4b6d-a63a-87c6bebea1c1,48,Female,Single,0,42000,Excellent,Non-smoker,Term Assurance,120000,25.5,Direct,2016-03-13,1,Active
POL-6EC4E4D9,ae-fbf6-4332-affa-b339b8e6b6ec,39,Female,Divorced,0,54000,Good,Non-smoker,Term Assurance,180000,75.8,IFA,2017-04-30,0,Active
POL-01C6E718,ee-994f-40b1-b329-b6883285ebfc,54,Female,Married,2,130000,Good,Non-smoker,Whole of Life (Flexible Premium),520000,215.4,Online,2010-04-04,0,Active
POL-C763A572,02-214e-4cbd-a631-929552f393ee,49,Male,Married,2,76000,Fair,Current smoker,Whole of Life (Flexible Premium),550000,284.0,Bancassurance,2011-01-29,0,Active
POL-1A65BE74,de-b855-42a1-8462-bf8917b500c8,63,Male,Widowed,1,190000,Fair,Former smoker,Whole of Life,450000,266.4,Direct,2017-08-20,0,Active
